SUPPLIER_NAME,ORG_ID,FY_START_DATE,FY_END_DATE,AWU_MISSING_DATA_FLAGS,AWU_VOLUME_UNIT_FLAG,PWSID_INCOMPLETE_DATA_FLAG,AWU_POTABLE_SF_RES_GAL,AWU_POTABLE_MF_RES_GAL,AWU_POTABLE_TOTAL_RES_GAL,AWU_RECYCL_RES_GAL,AWU_NONPOTABLE_NON_RECYCL_RES_GAL,AWU_NONPOTABLE_RES_IRR_GAL,AWU_NONPOTABLE_TOTAL_RES_GAL,AWU_RES_LAM_EXCLUDED_IRR_GAL,AWU_TOTAL_RES_GAL,AWU_TOTAL_RES_RGPCD,AWU_POTABLE_CII_DIMS_GAL,AWU_NONPOTABLE_CII_DIMS_GAL,AWU_TOTAL_CII_DIMS_GAL,AWU_RWL_TOTAL_GAL,AWU_TOTAL_OBJ_RELEVANT_DEMANDS_GAL,AWU_POTABLE_CI_GAL,AWU_POTABLE_I_GAL,AWU_POTABLE_O_GAL,AWU_NONPOTABLE_NONRES_GAL,AWU_TOTAL_EXCL_DEMANDS_GAL,AWU_POTABLE_COMM_AG_GAL,AWU_NONPOTABLE_COMM_AG_GAL,AWU_SF_RES_90PCTILE_GAL,AWU_MF_RES_90PCTILE_GAL,AWU_COST_OF_SERVICE_HIGHEST_USERS,AWU_COST_OF_SERVICE_ANALYSIS_LINK,AWU_RES_LAM_EXCLUDED_IRR_YN,AWU_RES_LAM_ASSOC_DIM_YN,AWU_RES_LAM_ASSOC_DIM_IRR_GAL,AWU_RES_LAM_SUPPLIER_CII_YN,AWU_RES_LAM_SUPPLIER_CII_GAL,AWU_COMMENTS
Lakewood  City Of,1370,2023-07-01,2024-06-30,,,,1463046860.0,80943324.0,1543990184.0,0.0,0.0,0.0,0.0,,1543990184.0,67.05626069068822,104986288.0,0.0,104986288.0,109480158.84713288,1758456630.847133,253943008.0,0.0,495924.0,128695810.0,383134742.0,0.0,,263570516.0,23570228.0,,,No,No,,No,,
Lamont Public Utility District,1371,2023-07-01,2024-06-30,,,,421737504.6120001,140529048.72,562266553.332,0.0,0.0,0.0,0.0,,562266553.332,80.83414548452696,0.0,0.0,0.0,11243042.760023637,573509596.0920236,193574912.144,296836758.276,0.0,0.0,490411670.4200001,0.0,0.0,0.0,0.0,0.0,,No,No,,No,,
Las Virgenes Municipal Water District,1384,2023-07-01,2024-06-30,,,,3128845089.123,574400367.27,3703245456.393,0.0,0.0,0.0,0.0,339192489.47033244,3364052966.9226675,126.94668839730319,278276754.0,0.0,278276754.0,353923346.2625906,3996253067.185258,440876403.0,0.0,13685742.0,895112697.0,1349674842.0,0.0,0.0,1130510008.52,178250306.49,,,Yes,Yes,13090925.438325005,Yes,1701072.25410006,"Regarding B36 'Volume of water delivered to residential landscapes that the Department excluded from its LAM analysis', District staff have done their best to estimate this number conservatively. We believe this number is actually larger, as our GIS coordinator estimated that roughly 13,000 accounts had landscape that was not included in DWR's LAM analysis. While the majority of the 13,000+ accounts did not have right of way parcels included, there are also a number of accounts that have landscape that were not included but are beyond just right of way parcels. Thus, we believe the number we provided is a conservation estimate. District staff will be working to provide more updated, accurate GIS information in lieu of the DWR provided LAM analysis in 2025."
Lathrop  City Of,1388,2023-07-01,2024-06-30,,,,984021000.0,48416000.0,1032437000.0,0.0,0.0,0.0,0.0,,1032437000.0,80.63268302588213,223379000.0,107918000.0,331297000.0,75600000.0,1439334000.0,110493000.0,389267000.0,21350000.0,150160400.0,671270400.0,0.0,,247490000.0,33478000.0,,,No,No,,No,,
Liberty Utilities (Park Water) Corp,1869,2023-07-01,2024-06-30,,,,1916179839.5399995,398202956.04,2314382795.5799994,0.0,0.0,0.0,0.0,22499092.0,2291883703.5799994,51.35507311310105,1720493.28,58053614.16,59774107.44,104708166.02716276,2456365977.047162,441981037.8899999,19137229.23,2062636.8300000003,45619.14000000001,463226523.0899999,0.0,0.0,422960340.0,204424660.0,,,Yes,No,,No,,"Liberty identified the total volume of deliveries to single family and multi family residential customers that are at or above the 90th percentile fo residential water use across the service area. Additonally, Liberty identified the volume of water that was delivered to residential landscapes not captured in the LAM data."
Lincoln  City Of,1424,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,2484367000.0,69323000.0,2553690000.0,0.0,0.0,0.0,0.0,,2553690000.0,136.51000856364846,330872000.0,1101000.0,331973000.0,165200000.0,3050863000.0,191552000.0,23028000.0,33843000.0,26477002.0,274900002.0,0.0,,122000.0,20291000.0,,,,,,,,"City staff are continuing to review the State supplied LAM data for categorization issues and overall accuracy.  The City of Lincoln has used its best efforts to comply with what it understands are the State Water Board’s January 1, 2025, reporting requirements. The City of Lincoln reserves the right to submit an updated report to correct any unforeseen or unknown errors to ensure that its report complies with all January 1, 2025 reporting requirements. Such updates may include, but not limited to, data reported to the SAFER Clearinghouse, data available on the California Open Data Portal, various objective standards data inputs, actual water use and real water loss data, implementation progress descriptions, disclosable buildings, and commercial, industrial, and institutional account classifications, number of service connections, water users and performance measures.   Note: this comment was intended to be included on the objective tab, but the comment section on that page was locked."
Linda County Water District,1427,2023-07-01,2024-06-30,,,,564016684.0,213464240.0,777480924.0,0.0,0.0,0.0,0.0,0.0,777480924.0,98.3691107087684,50958996.0,0.0,50958996.0,40596000.0,869035920.0,87821714.0,0.0,28373965.0,0.0,116195679.0,0.0,0.0,141180512.0,116324472.0,,,Yes,No,0.0,No,,
Livermore  City Of,1443,2023-07-01,2024-06-30,,,,805316128.6520001,142513630.676,947829759.328,9200356.0,0.0,13202216.0,22402572.0,0.0,970232331.328,68.3474948771378,342374423.776,138328076.0,480702499.776,198475772.1456248,1649410603.249625,322822588.65200007,0.0,1478898.804,279671492.0,603972979.4560001,0.0,,197670000.0,97924000.0,,,Yes,No,,No,,"Approximately 1,200,000 square feet of residential irrigable areas were not captured in the initial Landscape Area Measurement, but are supplied by existing residential meters. The City is working with DWR to adjust these numbers in the LAM calculations and does not have a separate estimate of the volume supplied to these landscapes."
Livingston  City Of,1444,2023-07-01,2024-06-30,,,,504440000.0,48000000.0,552440000.0,0.0,0.0,0.0,0.0,,552440000.0,101.62040060261464,42200000.0,0.0,42200000.0,5117000.0,599757000.0,187410000.0,1463990000.0,1280000.0,0.0,1652680000.0,0.0,,39051770.0,15684.0,,,No,No,,No,,
Lodi  City Of,1450,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,2227310145.24,254850712.04,2482160857.28,0.0,0.0,0.0,0.0,,2482160857.28,99.60804875903318,0.0,0.0,0.0,206097638.14365712,2688258495.4236574,754997175.3199999,61124118.16,0.0,0.0,816121293.4799999,0.0,,,,,,,,,,,
Loma Linda  City Of,1452,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL",,,736393833.9956001,326576687.614,1062970521.6096,0.0,0.0,0.0,0.0,,1062970521.6096,115.89191788013304,306664815.0624,0.0,306664815.0624,0.0,1369635336.672,180982952.828,0.0,0.0,0.0,180982952.828,0.0,,,,,,No,No,,No,,
Lomita  City Of,1456,2023-07-01,2024-06-30,,,,457690314.6,20199503.49,477889818.09,0.0,0.0,0.0,0.0,,477889818.09,64.6370049787379,12763583.67,0.0,12763583.67,28023186.0,518676587.7600001,68620962.08999999,12737515.59,0.0,0.0,81358477.67999999,7898628.239999999,0.0,250429652.0,0.0,,,No,No,,No,,
Lompoc  City Of,1459,2023-07-01,2024-06-30,,,,553534686.284,271102449.68,824637135.964,0.0,0.0,0.0,0.0,,824637135.964,55.821901627230595,55697070.9,0.0,55697070.9,43960767.94221494,924294974.8062148,302350350.728,7346437.5,0.0,0.0,309696788.228,0.0,0.0,164052647.0,142748.0,0.0,0,No,No,,No,,"(1) The City has not performed a Cost of Service Analysis for its top 10% of water users, but did hire a consultant to evaluate the 90th percentile SFR and MFR customer water users and their associated total volume of deliveries. (2) The City has not performed a detailed analysis of residential LAM so it unkown if there are landscapes not captured, if there are any landscapes with DIMs that DWR included in the LAM, or if there are any CII landscapes that were misclassified."
Long Beach  City Of,1464,2023-07-01,2024-06-30,,,,4507344836.33,5379432160.91,9886776997.24,0.0,0.0,0.0,0.0,,9886776997.24,59.11339976345736,428792383.42,0.0,428792383.42,312976626.99,10628546007.65,3517204359.26,105105795.626,0.0,2743667650.99,6365977805.875999,0.0,0.0,1344197679.0,2079189289.0,,,No,No,,No,,
Los Angeles City Department Of Water And Power,1473,2023-07-01,2024-06-30,,,,47933799768.92999,44931353260.26,92865153029.19,0.0,0.0,0.0,0.0,,92865153029.19,65.98087126940788,5200177904.759999,3268129121.52,8468307026.279999,7734008314.8,109067468370.27,28990533346.68,4408167722.67,0.0,0.0,33398701069.35,0.0,,15242008085.0,24555494254.0,,,No,No,,No,,Actual water deliveries were derived from the validated Water Loss Audit for fiscal year 2023/24.
Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,1481,2023-07-01,2024-06-30,,,,1414225925.1,386439734.94000006,1800665660.0400002,0.0,0.0,0.0,0.0,,1800665660.0400002,150.44311342559328,21766846.800000004,0.0,21766846.800000004,65486927.172000006,1887919434.012,271088480.94,28635785.880000003,5343956.4,0.0,305068223.22,0.0,0.0,608266424.0,269516030.0,,,No,No,,No,,
Los Angeles County Waterworks District 40 - Antelope Valley,1484,2023-07-01,2024-06-30,,,,8340573434.279997,1339729869.4799998,9680303303.759996,0.0,0.0,0.0,0.0,,9680303303.759996,115.29781073540246,902411759.4000002,0.0,902411759.4000002,341096590.737,10923811653.896996,2239906291.0200005,17237517.900000002,84017421.83999999,0.0,2341161230.7600007,0.0,0.0,2077208096.0,1180482025.0,,,No,No,,No,,
Mammoth Community Water District,1533,2023-07-01,2024-06-30,,,,132892000.0,157438000.0,290330000.0,0.0,0.0,0.0,0.0,,290330000.0,96.60246023005182,146038000.0,29125000.0,175163000.0,13000000.0,478493000.0,113387000.0,0.0,23423000.0,10665500.0,147475500.0,0.0,0.0,57866416.0,103719353.0,,,No,No,,No,,"Total Multi Family Residential delivery includes complexes that do not have dedicated irrigation meters and are using water for irrigation.  Multi Family Residential accounts are a mix of single accounts serving mulitple units, and a multiple accounts serving multiple units within a single complex."
Manhattan Beach  City Of,1536,2023-07-01,2024-06-30,,,,829881429.973508,104252266.98,934133696.953508,0.0,0.0,0.0,0.0,,934133696.953508,76.00363503734003,49947432.040000014,0.0,49947432.040000014,77398071.67145492,1061479200.6649628,187675774.072,71252701.052,28394557.816,49933407.24,337256440.18,0.0,,225728701.6,37045163.9,,,No,No,,No,,
Manteca  City Of,1539,2023-07-01,2024-06-30,,,,3092991000.0,919751900.0,4012742900.0,2441.0,0.0,0.0,2441.0,,4012745341.0,129.44874307713349,0.0,6436375.0,6436375.0,176004684.49810776,4195186400.498108,667230800.0,0.0,0.0,170719146.0,837949946.0,0.0,,0.0,0.0,,,No,No,,No,,Actual Residential Water Use 90% Water Use Question.  The City of Manteca doesn't currently have the ability to extract this data from our billing software.  We have reached out to our billing software provider for assistance.
Marin Municipal Water District,1546,2023-07-01,2024-06-30,,,,3709489828.0,958631564.0,4668121392.0,0.0,0.0,0.0,0.0,,4668121392.0,68.43079631189882,365950024.0,198922372.0,564872396.0,460076789.38855135,5693070577.388552,1227104472.0,0.0,7873448.0,53782696.0,1288760616.0,0.0,,1088169456.0,482021672.0,,,No,No,,No,,
Marina Coast Water District,1547,2023-07-01,2024-06-30,,,,390106595.93,320366936.2800001,710473532.21,0.0,0.0,0.0,0.0,163116144.84,547357387.37,40.544225821660405,96889056.46999998,0.0,96889056.46999998,72203143.73520775,716449587.5752078,170014333.87,1334522.11,2334384.44,125926149.88,299609390.3,0.0,0.0,97539112.28,200423796.69,,,Yes,Yes,46243014.03326016,Yes,748.0,"Residential landscapes not captured in the Department's LAM analysis identified using the DWR LAM shapefile and FY 2023 24 consumption data. The District continues to identify and implement the most efficient measures to document all residential landscapes within the service area.   Residential landscapes with DIMs included within the Department's LAM analysis' water use is calculated using FY 2023 24 consumption data.   One parcel in the Department's LAM analysis was identified as a CII landscape with DIM, the total gallons/year is calculated using the FY 2023 24 consumption data."
Martinez  City Of,1554,2023-07-01,2024-06-30,,,,604213000.0,136944000.0,741157000.0,0.0,0.0,0.0,0.0,,741157000.0,65.50850480006682,89771000.0,0.0,89771000.0,218592053.70281813,1049520053.7028182,216919000.0,49847000.0,127675000.0,0.0,394441000.0,0.0,,188355000.0,64732000.0,,,No,No,,No,,"The top 90th percentile of water use was calculated based on consumption data used in the 2023 Water Loss Audit. The majority of multi family units do not have individual service connections or meters. Therefore, the top multi family deliveries will largely depend on the number of units served by each connection."
McKinleyville Community Services District,1570,2023-07-01,2024-06-30,,,,257733414.0,84408211.0,342141625.0,0.0,0.0,0.0,0.0,,342141625.0,55.46593580286941,0.0,0.0,0.0,41942931.1,384084556.1,44893426.0,0.0,30852066.0,0.0,75745492.0,0.0,,44235972.0,65610820.0,,,No,No,,No,,
Menlo Park  City Of,1587,2023-07-01,2024-06-30,,,,274597920.368,93203538.94,367801459.308,0.0,0.0,0.0,0.0,,367801459.308,52.2192688490865,94808110.48,0.0,94808110.48,18982450.005000003,481592019.793,245600432.64,142949744.992,3330327.504,0.0,391880505.136,0.0,,27457883.0,9319706.0,,,No,Yes,,No,,
Merced  City Of,1589,2023-07-01,2024-06-30,,,,3151225153.9,923322827.756,4074547981.656,0.0,0.0,0.0,0.0,,4074547981.656,121.2620864587751,536683922.984,0.0,536683922.984,364517644.6459515,4975749549.285952,1190800789.1880002,89122915.28000002,0.0,0.0,1279923704.4680002,0.0,0.0,796507816.0,197056346.0,,,No,No,,No,,"There were no residential landscapes misclassified or not capture in initial LAM analysis or not considered residential by supplier. As such, these elements are labeled as ""No"" in the Reporting Form."
Mesa Water District,1596,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,1371812167.9920003,1629262492.3639998,3001074660.356,0.0,0.0,0.0,0.0,,3001074660.356,74.74656688308842,386178852.792,0.0,386178852.792,92489681.4263406,3479743194.5743403,1092606995.356,73576898.616,2537392.384,0.0,1168721286.356,418909.12,,265368437.0,730104689.0,,,,,,,,
Mid-Peninsula Water District,1605,2023-07-01,2024-06-30,,,,447874724.0,154749232.0,602623956.0,0.0,0.0,0.0,0.0,0.0,602623956.0,58.86005479452054,53780452.0,0.0,53780452.0,7515000.0,663919408.0,126241456.0,18444932.0,351560.0,0.0,145037948.0,0.0,,113229996.0,73020508.0,,,No,No,,No,,
Millbrae  City Of,1613,2023-07-01,2024-06-30,,,,293000000.0,125000000.0,418000000.0,0.0,0.0,0.0,0.0,,418000000.0,50.23932789875213,48000000.0,0.0,48000000.0,61300000.0,527300000.0,118000000.0,0.0,1000000.0,0.0,119000000.0,0.0,,70305573.2,68444422.3,,,No,Yes,1752683.49,No,,
Milpitas  City Of,1619,2023-07-01,2024-06-30,,,,812764482.416,673742010.424,1486506492.8400002,0.0,0.0,0.0,0.0,,1486506492.8400002,52.239203298171745,225648389.696,0.0,225648389.696,275258000.0,1987412882.5360005,415180080.7800001,275998273.712,2221714.4400000004,268988278.42,962388347.3520002,0.0,,199481531.0,579183001.0,,,No,No,,No,,
Mission Springs Water District,1626,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,1402716172.0,410106708.0,1812822880.0,0.0,0.0,0.0,0.0,,1812822880.0,112.61451664052922,254831632.0,0.0,254831632.0,55568348.58299999,2123222860.583,259643516.0,0.0,72644264.0,0.0,332287780.0,29036612.0,,415223776.0,271298104.0,,,,,,,,
Modesto  City Of,1631,2023-07-01,2024-06-30,,,,7376710914.0,1625886319.0,9002597233.0,0.0,0.0,0.0,0.0,0.0,9002597233.0,104.02021792650226,784398768.0,0.0,784398768.0,685611002.0472243,10472607003.047224,2721645126.0,688601965.0,539257442.0,0.0,3949504533.0,0.0,0.0,480598901.0,240645139.0,,,No,No,0.0,No,0.0,
Monrovia  City Of,1639,2023-07-01,2024-06-30,,,,895573838.816,550303705.748,1445877544.564,0.0,0.0,0.0,0.0,,1445877544.564,104.43458757404846,96891435.3,0.0,96891435.3,4529534.868315162,1547298514.7323153,241446499.88400003,4442680.828,85820265.69999999,0.0,331709446.41200006,0.0,0.0,19982948.0,105135888.0,,,No,No,,No,,
Monte Vista Water District,1642,2023-07-01,2024-06-30,,,,1109266796.0,409006400.0,1518273196.0,0.0,0.0,0.0,0.0,,1518273196.0,73.72394795967568,159764572.0,0.0,159764572.0,213421651.917,1891459419.917,480217496.0,4378044.0,24045208.0,85867408.0,594508156.0,12636712.0,0.0,348556331.2,179788532.0,0.0,0,No,No,,No,,
Montebello Land And Water Company,1644,2023-07-01,2024-06-30,,,,203734954.408,301420820.9319999,505155775.3399999,0.0,0.0,0.0,0.0,,505155775.3399999,52.11977199627329,0.0,0.0,0.0,12769253.061114725,517925028.4011146,158515211.00800002,161656281.356,0.0,0.0,320171492.364,0.0,,51018836.0,143708752.0,,,No,No,,No,,
Montecito Water District,1645,2023-07-01,2024-06-30,,,,827566783.582,29475639.69,857042423.2720001,0.0,2179943.19,0.0,2179943.19,0.0,859222366.4620001,196.79266683813813,0.0,0.0,0.0,55281110.26680696,914503476.7288072,150808126.75599998,0.0,11309034.250000002,33884060.526,196001221.532,73757297.4,0.0,294696582.0,24171804.0,,,No,No,,No,0.0,
Morgan Hill  City Of,1656,2023-07-01,2024-06-30,,,,1158682428.516,227131028.76,1385813457.276,0.0,0.0,0.0,0.0,,1385813457.276,80.14415497987162,366988326.784,0.0,366988326.784,128500040.5054669,1881301824.565467,235780005.98400003,0.0,10403159.164,0.0,246183165.14800003,0.0,,204952.0,119455.6,,,No,No,,No,,Skipping the optional 'yellow' boxes because:   we do not have nonpotable water used for commercial agriculture purposes   we have not calculated cost of service anylisis yet
Morro Bay  City Of,1660,2023-07-01,2024-06-30,,,,170804209.26399997,33945103.656,204749312.92,0.0,0.0,0.0,0.0,,204749312.92,52.14809163322768,6871605.671999999,0.0,6871605.671999999,20365687.5,231986606.09199995,113023176.68,2244.156,0.0,0.0,113025420.836,0.0,,0.0,0.0,,,No,No,,No,,Unable to calculate the 90th percentile of residential customers.
Moulton Niguel Water District,1663,2023-07-01,2024-06-30,,,,3999267078.3,794454064.59,4793721142.89,0.0,0.0,0.0,0.0,0.0,4793721142.89,77.14867938191848,705236386.641,1292171916.03,1997408302.671,311535062.166,7102664507.727001,666160986.423,0.0,2004635.352,0.0,668165621.775,0.0,0.0,1086331674.0,328503913.0,,https://www.mnwd.com/wp-content/uploads/2021/12/Moulton-Niguel-Water-District-2021-Rate-Study-Final-Draft.pdf,Yes,Yes,0.0,Yes,0.0,"A35/36: It is not known how much water is delivered to residential landscapes (such as parkways) not included in the DWR LAM analysis as they are not separately metered nor have they been separately measured. A37/38: Residential landscapes with DIMs are typically larger estate homes, and are single family residential landscapes. This measurement is currently being finalized and will be included in a future Alternative Data submittal. A39/40: Residential landscapes with DIMs, that are not single family homes, are interpreted to be landscape area of apartments and homeowner associations irrigated by dedicated irrigation meters. The exact amount of water is unknown because some DIMS irrigate multiple parcels, some of which were classified as residentil and some were not. Additionally, some DIMs irrigate portions of some parcels and portions of other parcels. This measurement is currently being finalized and will be included in a future Alternative Data submittal."
Mountain House Community Services District,4231,2023-07-01,2024-06-30,,,,925101110.0,61280648.0,986381758.0,0.0,0.0,0.0,0.0,,986381758.0,111.5088003029695,200904440.0,0.0,200904440.0,139456260.8338934,1326742458.8338933,109984195.0,0.0,0.0,0.0,109984195.0,0.0,0.0,218830615.0,34299676.0,,,No,No,,No,,"Note that through 2023, multi family use was incorrectly classified by the City as commercial use. This was corrected for Calendar Year 2024; this report still includes multi family use in commercial use for July through December 2023. Reported information will be more accurate in the next Annual Water Use Report for CY 2024 2025."
Mountain View  City Of,1671,2023-07-01,2024-06-30,,,,728440320.7160001,959917531.596,1688357852.312,0.0,0.0,0.0,0.0,,1688357852.312,56.57857468002013,552449118.884,127709681.59600002,680158800.48,171149653.389,2539666306.181,420756808.44,82187725.18800001,1564924.7840000002,21667326.18,526176784.592,0.0,0.0,266873.0,737221.0,,,No,No,,No,,Mountain View has not reviewed the misclassified data provided by the Department. There are likely misclassified areas in the Department's LAM analysis.
Myoma Dunes Mutual Water Company,1697,2023-07-01,2024-06-30,,,,732628663.8639998,175579773.232,908208437.0959998,0.0,0.0,0.0,0.0,0.0,908208437.0959998,263.445451923102,70764971.148,0.0,70764971.148,0.0,978973408.2439998,74373573.996,0.0,18271918.152000003,0.0,92645492.148,0.0,,269438068.0,81556684.0,,,Yes,No,,No,,"Myoma does have landscapes that are not captured by the Department. We have reach out to the DWR and are awaiting their response. At this time, we do not have actual water use data available for the missing parcels."
Napa  City Of,1701,2023-07-01,2024-06-30,,,,1794886250.0,660462500.0,2455348750.0,0.0,0.0,0.0,0.0,,2455348750.0,79.13631994250136,118769750.0,0.0,118769750.0,303636659.1075998,2877755159.1076,787729250.0,37585750.0,11371000.0,0.0,836686000.0,23848750.0,,473059000.0,369214000.0,,,No,Yes,90215000.0,No,,
Nevada Irrigation District,1718,2023-07-01,2024-06-30,,,,1895549934.7,189660361.0,2085210295.7,0.0,0.0,0.0,0.0,,2085210295.7,105.41192928861959,66973502.0,0.0,66973502.0,241154994.61641687,2393338792.3164167,382542910.0,2496252.0,14899218.0,0.0,399938380.0,0.0,,181530000.0,19210000.0,,,No,No,,No,,"The data in cell B3 has been updated, and the correct totals have been accounted for."
Newman  City of,1729,2023-07-01,2024-06-30,,,,399652664.0,22336028.0,421988692.0,0.0,0.0,0.0,0.0,,421988692.0,93.6064612371246,3148248.0,0.0,3148248.0,193813.926069909,425330753.9260699,111899465.0,78224100.0,0.0,0.0,190123565.0,0.0,0.0,96913872.0,19377688.0,,,No,No,,No,,
Newport Beach  City Of,1730,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,1830933593.25,528417540.46,2359351133.71,0.0,0.0,0.0,0.0,0.0,2359351133.71,94.26552687386281,633827795.53,0.0,633827795.53,252501939.9,3245680869.14,806023680.34,0.0,0.0,134629284.91,940652965.25,0.0,,0.0,0.0,,,,,0.0,,0.0,
Norco  City Of,1732,2023-07-01,2024-06-30,,,,1123097894.0968,7297995.312,1130395889.4088,0.0,0.0,0.0,0.0,,1130395889.4088,123.69593160027816,184198828.376,0.0,184198828.376,267890777.6023141,1582485495.387114,328290175.5252,0.0,0.0,0.0,328290175.5252,0.0,,36173175.0,29118.0,,,No,No,,No,,It should be noted that the City of Norco has very few multi family accounts.
North Coast County Water District,1739,2023-07-01,2024-06-30,,,,471546547.03200006,101136630.4,572683177.432,12044.637,0.0,748.052,12792.688999999998,,572695970.121,40.705392391584795,16484821.924,6427733.696,22912555.62,79689000.0,675297525.741,110127467.388,0.0,442098.7319999999,0.0,110569566.12,0.0,0.0,109623888.0,56975160.0,,,No,Yes,12463176.0,No,,
North Marin Water District,1748,2023-07-01,2024-06-30,,,,1284134006.0,359814711.0,1643948717.0,0.0,0.0,0.0,0.0,,1643948717.0,73.01799665501407,125471622.0,171891970.0,297363592.0,82949000.0,2024261309.0,328160062.0,0.0,0.0,57416024.0,385576086.0,235722.0,,305180446.0,194461034.0,,,No,No,,No,,"The selection of “No” in cells B37 and B39 is a placeholder until this analysis can be completed, and does not represent the final review of the LAM data."
North Tahoe Public Utilities District,1752,2023-07-01,2024-06-30,,,,157674994.0,55187055.0,212862049.0,0.0,0.0,0.0,0.0,,212862049.0,118.9927965497676,19363000.0,0.0,19363000.0,76624000.0,308849049.0,54473247.0,0.0,894108.0,0.0,55367355.0,0.0,,66693000.0,22554000.0,,,No,No,,No,,
Oakdale  City Of,1765,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN",,,940823504.296,77560275.516,1018383779.812,0.0,0.0,0.0,0.0,,1018383779.812,120.08145243942917,314237195.848,0.0,314237195.848,78051619.69776244,1410672595.3577623,138585609.624,10442805.920000002,2187296.56748,0.0,151215712.11148003,0.0,,,,,,,,,No,,
Oceanside  City Of,1777,2023-07-01,2024-06-30,,,,2937872616.0000005,1376753060.1,4314625676.1,0.0,0.0,0.0,0.0,,4314625676.1,68.30990397628214,1100705126.94,0.0,1100705126.94,369981326.781,5785312129.821001,714102466.5,235003741.2,0.0,125809767.696,1074915975.396,192480185.7,,752309111.69,876988425.97,,,No,No,,No,,Values in lines 27 & 28 column B were generated from billing information in billing units and can have a variance of up to 747 gallons per account. Oceanside is in the process of creating systems to produce more accurate calculations in the future.
Oildale Mutual Water Company,1782,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",Low volume (R-GPCD check),CA1510015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,We are only 50% metered and cannot provide accurate data at this point in time. In the beginning of 2026 we should have better transparancy of uses.
Olivehurst Public Utilities District,1792,2023-07-01,2024-06-30,,,,472107852.93,42387800.584,514495653.514,0.0,0.0,0.0,0.0,0.0,514495653.514,84.93986941338164,35775423.776,0.0,35775423.776,75388253.48357163,625659330.7735716,60404633.344,14866015.972,7638004.9,0.0,82908654.216,0.0,0.0,451759872.0,39091228.0,,,Yes,No,0.0,No,0.0,
Olivenhain Municipal Water District,1793,2023-07-01,2024-06-30,,,,3586202058.15,208368680.46,3794570738.61,0.0,0.0,0.0,0.0,,3794570738.61,120.02775781478586,583136432.58,714385956.8699999,1297522389.4499998,277203189.3963569,5369296317.456356,207964625.22,27928689.21,0.0,0.0,235893314.43,53185400.22,,0.0,0.0,,,No,No,0.0,No,0.0,90th percentile water use identification not required
Ontario  City Of,1795,2023-07-01,2024-06-30,,,,3775469352.99,1645619237.2199998,5421088590.21,0.0,0.0,272189192.92800003,272189192.92800003,0.0,5693277783.1380005,84.30907152946195,1334884465.11,965440399.512,2300324864.622,421429319.0202591,8415031966.780259,1640881363.6800003,685293979.59,109935610.37999998,418847031.684,2854957985.3340006,0.0,,906354701.3,1057803802.6,,,No,No,,No,,
Orange  City Of,1797,2023-07-01,2024-06-30,,,,3234279719.64,1508041686.5099998,4742321406.15,0.0,0.0,0.0,0.0,0.0,4742321406.15,110.90620048410011,0.0,0.0,0.0,181827138.957,4924148545.106999,2275033028.82,0.0,0.0,0.0,2275033028.82,66229215.74999999,,0.0,0.0,,,No,No,0.0,No,0.0,
